"","account_id","client_id","district_id.x","client_age","gender","name","region","no..of.inhabitants","no..of.municipalities.with.inhabitants...499","no..of.municipalities.with.inhabitants.500.1999","no..of.municipalities.with.inhabitants.2000.9999","no..of.municipalities.with.inhabitants..10000","no..of.cities","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","disp_id","type","district_id.y","frequency","account_age"
"1225",1071,1286,52,66,"F","Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,29,3.49,108,30,2799,1286,"OWNER",68,"weekly issuance",23
"1226",1072,1287,65,72,"F","Znojmo","south Moravia",114200,101,41,4,1,4,43.7,8403,63,5.72,105,24,2718,1287,"OWNER",65,"monthly issuance",19
"1227",1073,1288,73,44,"M","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,1288,"OWNER",73,"monthly issuance",22
"1228",1074,1289,59,70,"M","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,1289,"OWNER",59,"monthly issuance",20
"1229",1075,1290,35,40,"M","Jablonec n. Nisou","north Bohemia",88768,10,18,5,1,7,80.5,8867,6,1.21,130,42,3620,1290,"OWNER",35,"monthly issuance",21
"1230",1076,1291,1,52,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1291,"OWNER",1,"monthly issuance",22
"1231",1077,1292,14,39,"M","Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,12,1.71,135,70,6295,1292,"OWNER",14,"monthly issuance",23
"1232",1078,1293,1,89,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1293,"OWNER",1,"monthly issuance",20
"1233",1078,1294,1,86,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1294,"DISPONENT",1,"monthly issuance",20
"1234",1079,1295,74,72,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,1295,"OWNER",74,"monthly issuance",23
"1235",1080,1296,55,57,"F","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,1296,"OWNER",55,"monthly issuance",23
"1236",1081,1297,64,98,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,1297,"OWNER",64,"monthly issuance",20
"1237",1081,1298,64,95,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,1298,"DISPONENT",64,"monthly issuance",20
"1238",1082,1299,2,96,"F","Benesov","central Bohemia",88884,80,26,6,2,5,46.7,8507,16,1.85,132,25,2674,1299,"OWNER",2,"monthly issuance",20
"1239",1083,1300,45,37,"M","Jicin","east Bohemia",77917,85,19,6,1,5,53.5,8390,24,2.89,132,21,2122,1300,"OWNER",45,"monthly issuance",20
"1240",1085,1303,42,76,"F","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,1303,"OWNER",42,"monthly issuance",19
"1241",1086,1304,37,80,"M","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,1304,"OWNER",37,"monthly issuance",20
"1242",1087,1305,55,71,"F","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,1305,"OWNER",55,"monthly issuance",20
"1243",1088,1306,32,94,"F","Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,35,3.22,118,55,4505,1306,"OWNER",32,"monthly issuance",23
"1244",1089,1307,74,63,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,1307,"OWNER",74,"monthly issuance",21
"1245",1090,1308,69,62,"M","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,1308,"OWNER",69,"monthly issuance",20
"1246",1091,1309,1,41,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1309,"OWNER",16,"monthly issuance",23
"1247",1092,1310,41,39,"F","Usti nad Labem","north Bohemia",118650,8,8,5,1,3,85.6,9832,41,4.48,114,69,5471,1310,"OWNER",41,"monthly issuance",21
"1248",1093,1311,54,60,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,1311,"OWNER",54,"monthly issuance",20
"1249",1094,1312,35,81,"F","Jablonec n. Nisou","north Bohemia",88768,10,18,5,1,7,80.5,8867,6,1.21,130,42,3620,1312,"OWNER",35,"monthly issuance",20
"1250",1095,1313,54,46,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,1313,"OWNER",54,"monthly issuance",19
"1251",1095,1314,54,41,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,1314,"DISPONENT",54,"monthly issuance",19
"1252",1096,1315,34,93,"M","Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,67,7.68,100,64,5190,1315,"OWNER",34,"monthly issuance",19
"1253",1097,1316,67,70,"F","Bruntal","north Moravia",106054,38,25,6,2,6,63.1,8110,65,6.55,109,41,3079,1316,"OWNER",67,"monthly issuance",20
"1254",1097,1317,67,71,"M","Bruntal","north Moravia",106054,38,25,6,2,6,63.1,8110,65,6.55,109,41,3079,1317,"DISPONENT",67,"monthly issuance",20
"1255",1098,1318,47,85,"M","Pardubice","east Bohemia",162580,83,26,5,1,6,72.8,9538,13,1.81,111,68,5410,1318,"OWNER",47,"monthly issuance",23
"1256",1100,1321,35,39,"F","Jablonec n. Nisou","north Bohemia",88768,10,18,5,1,7,80.5,8867,6,1.21,130,42,3620,1321,"OWNER",35,"monthly issuance",20
"1257",1101,1322,4,71,"F","Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,56,5.05,109,63,5892,1322,"OWNER",4,"monthly issuance",19
"1258",1102,1323,70,72,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,1323,"OWNER",70,"monthly issuance",20
"1259",1103,1324,66,60,"F","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,1324,"OWNER",66,"monthly issuance",21
"1260",1104,1325,39,71,"M","Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,71,9.4,90,59,4743,1325,"OWNER",39,"monthly issuance",21
"1261",1105,1326,55,60,"F","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,1326,"OWNER",55,"monthly issuance",22
"1262",1106,1327,20,53,"F","Strakonice","south Bohemia",70646,94,14,3,1,4,58.4,8547,32,3.64,120,7,1542,1327,"OWNER",20,"weekly issuance",23
"1263",1107,1328,42,79,"F","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,1328,"OWNER",42,"monthly issuance",23
"1264",1108,1329,26,98,"M","Plzen - mesto","west Bohemia",170449,0,0,0,1,1,100,10787,31,3.09,131,67,6261,1329,"OWNER",26,"monthly issuance",21
"1265",1109,1330,66,48,"M","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,1330,"OWNER",66,"monthly issuance",22
"1266",1110,1331,54,53,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,1331,"OWNER",54,"monthly issuance",19
"1267",1111,1332,5,59,"F","Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,52,4.43,118,32,3040,1332,"OWNER",5,"monthly issuance",20
"1268",1112,1333,48,67,"M","Rychnov nad Kneznou","east Bohemia",78955,50,24,8,1,9,59,9060,18,2.44,124,10,1717,1333,"OWNER",48,"monthly issuance",21
"1269",1113,1334,8,38,"M","Mlada Boleslav","central Bohemia",112065,95,19,7,1,8,69.4,11277,9,1.44,127,61,4987,1334,"OWNER",8,"monthly issuance",20
"1270",1114,1335,1,55,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1335,"OWNER",6,"weekly issuance",23
"1271",1114,1336,1,54,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1336,"DISPONENT",6,"weekly issuance",23
"1272",1115,1337,56,37,"F","Breclav","south Moravia",124605,11,42,14,1,8,46,8772,57,4.98,126,37,3158,1337,"OWNER",34,"monthly issuance",23
"1273",1115,1338,56,33,"M","Breclav","south Moravia",124605,11,42,14,1,8,46,8772,57,4.98,126,37,3158,1338,"DISPONENT",34,"monthly issuance",23
"1274",1116,1339,22,57,"M","Domazlice","west Bohemia",58400,65,16,4,1,6,52.4,8620,7,1.25,100,4,1117,1339,"OWNER",1,"monthly issuance",23
"1275",1117,1340,68,77,"F","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,1340,"OWNER",68,"monthly issuance",20
"1276",1118,1341,69,54,"F","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,1341,"OWNER",48,"monthly issuance",23
"1277",1120,1343,1,77,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1343,"OWNER",1,"monthly issuance",23
"1278",1120,1344,1,81,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1344,"DISPONENT",1,"monthly issuance",23
"1279",1121,1345,32,48,"M","Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,35,3.22,118,55,4505,1345,"OWNER",32,"monthly issuance",20
"1280",1122,1346,13,62,"M","Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,33,3.26,123,9,1875,1346,"OWNER",13,"monthly issuance",21
"1281",1123,1347,13,46,"M","Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,33,3.26,123,9,1875,1347,"OWNER",13,"monthly issuance",23
"1282",1123,1348,13,41,"F","Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,33,3.26,123,9,1875,1348,"DISPONENT",13,"monthly issuance",23
"1283",1124,1349,26,48,"F","Plzen - mesto","west Bohemia",170449,0,0,0,1,1,100,10787,31,3.09,131,67,6261,1349,"OWNER",26,"monthly issuance",20
"1284",1125,1350,1,57,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1350,"OWNER",1,"weekly issuance",19
"1285",1125,1351,1,65,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1351,"DISPONENT",1,"weekly issuance",19
"1286",1126,1352,54,45,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,1352,"OWNER",56,"monthly issuance",23
"1287",1127,1353,27,57,"M","Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,5,1.29,110,3,1127,1353,"OWNER",27,"monthly issuance",23
"1288",1128,1354,64,95,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,1354,"OWNER",74,"monthly issuance",23
"1289",1129,1355,35,40,"F","Jablonec n. Nisou","north Bohemia",88768,10,18,5,1,7,80.5,8867,6,1.21,130,42,3620,1355,"OWNER",35,"monthly issuance",21
"1290",1130,1356,1,84,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1356,"OWNER",1,"monthly issuance",19
"1291",1132,1359,1,65,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1359,"OWNER",1,"weekly issuance",23
"1292",1132,1360,1,70,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1360,"DISPONENT",1,"weekly issuance",23
"1293",1133,1361,1,94,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1361,"OWNER",1,"monthly issuance",23
"1294",1133,1362,1,87,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1362,"DISPONENT",1,"monthly issuance",23
"1295",1134,1363,6,37,"F","Kutna Hora","central Bohemia",77963,60,23,4,2,4,51.5,8546,38,4.02,126,33,3120,1363,"OWNER",6,"monthly issuance",23
"1296",1135,1364,1,83,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1364,"OWNER",1,"monthly issuance",21
"1297",1135,1365,1,78,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1365,"DISPONENT",1,"monthly issuance",21
"1298",1136,1366,12,36,"F","Pribram","central Bohemia",107870,84,29,6,1,6,58,8754,51,4.31,137,49,3868,1366,"OWNER",12,"monthly issuance",23
"1299",1137,1367,60,51,"F","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,1367,"OWNER",60,"monthly issuance",21
"1300",1137,1368,60,59,"M","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,1368,"DISPONENT",60,"monthly issuance",21
"1301",1138,1369,41,38,"M","Usti nad Labem","north Bohemia",118650,8,8,5,1,3,85.6,9832,41,4.48,114,69,5471,1369,"OWNER",41,"monthly issuance",19
"1302",1139,1370,34,51,"F","Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,67,7.68,100,64,5190,1370,"OWNER",34,"issuance after transaction",20
"1303",1140,1371,49,68,"F","Semily","east Bohemia",75685,31,28,5,1,9,60.8,8208,21,2.26,155,12,2123,1371,"OWNER",49,"monthly issuance",19
"1304",1141,1372,28,40,"F","Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,15,2.01,112,8,1525,1372,"OWNER",28,"monthly issuance",19
"1305",1142,1373,74,41,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,1373,"OWNER",74,"monthly issuance",21
"1306",1144,1375,69,39,"M","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,1375,"OWNER",59,"monthly issuance",23
"1307",1145,1376,18,58,"M","Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,37,3.35,131,13,1910,1376,"OWNER",31,"monthly issuance",23
"1308",1145,1377,18,65,"F","Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,37,3.35,131,13,1910,1377,"DISPONENT",31,"monthly issuance",23
"1309",1146,1378,74,75,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,1378,"OWNER",67,"monthly issuance",23
"1310",1146,1379,74,79,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,1379,"DISPONENT",67,"monthly issuance",23
"1311",1147,1380,44,63,"F","Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,34,3.76,97,26,2325,1380,"OWNER",44,"monthly issuance",23
"1312",1149,1382,18,37,"F","Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,37,3.35,131,13,1910,1382,"OWNER",18,"monthly issuance",21
"1313",1150,1383,29,34,"M","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,1383,"OWNER",29,"monthly issuance",19
"1314",1151,1384,40,63,"F","Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,68,7.07,97,71,6872,1384,"OWNER",40,"monthly issuance",21
"1315",1152,1385,22,63,"M","Domazlice","west Bohemia",58400,65,16,4,1,6,52.4,8620,7,1.25,100,4,1117,1385,"OWNER",45,"monthly issuance",23
"1316",1152,1386,22,60,"F","Domazlice","west Bohemia",58400,65,16,4,1,6,52.4,8620,7,1.25,100,4,1117,1386,"DISPONENT",45,"monthly issuance",23
"1317",1153,1387,1,39,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1387,"OWNER",35,"monthly issuance",23
"1318",1154,1388,5,54,"F","Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,52,4.43,118,32,3040,1388,"OWNER",5,"weekly issuance",19
"1319",1155,1389,43,89,"F","Hradec Kralove","east Bohemia",161854,73,21,6,1,6,76.3,9425,17,2.5,125,52,3891,1389,"OWNER",43,"monthly issuance",20
"1320",1156,1390,59,37,"F","Kromeriz","south Moravia",108871,41,29,7,2,6,62.1,8444,40,3.47,106,31,2305,1390,"OWNER",59,"monthly issuance",19
"1321",1157,1391,41,51,"M","Usti nad Labem","north Bohemia",118650,8,8,5,1,3,85.6,9832,41,4.48,114,69,5471,1391,"OWNER",7,"monthly issuance",23
"1322",1158,1392,50,84,"M","Svitavy","east Bohemia",102609,75,33,2,3,6,52,8187,61,5.45,94,23,2134,1392,"OWNER",50,"monthly issuance",22
"1323",1158,1393,50,82,"F","Svitavy","east Bohemia",102609,75,33,2,3,6,52,8187,61,5.45,94,23,2134,1393,"DISPONENT",50,"monthly issuance",22
"1324",1159,1394,49,74,"F","Semily","east Bohemia",75685,31,28,5,1,9,60.8,8208,21,2.26,155,12,2123,1394,"OWNER",49,"monthly issuance",22
"1325",1159,1395,49,75,"M","Semily","east Bohemia",75685,31,28,5,1,9,60.8,8208,21,2.26,155,12,2123,1395,"DISPONENT",49,"monthly issuance",22
"1326",1160,1396,39,70,"F","Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,71,9.4,90,59,4743,1396,"OWNER",39,"weekly issuance",20
"1327",1161,1397,66,95,"F","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,1397,"OWNER",66,"monthly issuance",23
"1328",1164,1401,35,35,"M","Jablonec n. Nisou","north Bohemia",88768,10,18,5,1,7,80.5,8867,6,1.21,130,42,3620,1401,"OWNER",35,"monthly issuance",22
"1329",1165,1402,44,80,"M","Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,34,3.76,97,26,2325,1402,"OWNER",44,"monthly issuance",19
"1330",1165,1403,44,72,"F","Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,34,3.76,97,26,2325,1403,"DISPONENT",44,"monthly issuance",19
"1331",1166,1404,11,48,"F","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,1404,"OWNER",11,"monthly issuance",23
"1332",1168,1406,29,68,"F","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,1406,"OWNER",29,"monthly issuance",22
"1333",1168,1407,29,75,"M","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,1407,"DISPONENT",29,"monthly issuance",22
"1334",1169,1408,49,47,"M","Semily","east Bohemia",75685,31,28,5,1,9,60.8,8208,21,2.26,155,12,2123,1408,"OWNER",49,"issuance after transaction",22
"1335",1170,1409,25,65,"M","Klatovy","west Bohemia",88757,60,33,3,2,10,61.7,8554,27,2.68,113,14,2218,1409,"OWNER",25,"monthly issuance",20
"1336",1171,1410,18,72,"M","Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,37,3.35,131,13,1910,1410,"OWNER",18,"monthly issuance",19
"1337",1171,1411,18,77,"F","Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,37,3.35,131,13,1910,1411,"DISPONENT",18,"monthly issuance",19
"1338",1172,1412,6,37,"M","Kutna Hora","central Bohemia",77963,60,23,4,2,4,51.5,8546,38,4.02,126,33,3120,1412,"OWNER",6,"monthly issuance",19
"1339",1173,1413,11,47,"F","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,1413,"OWNER",11,"monthly issuance",20
"1340",1174,1414,70,42,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,1414,"OWNER",70,"monthly issuance",21
"1341",1176,1416,19,89,"M","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,1416,"OWNER",19,"monthly issuance",20
"1342",1177,1417,27,50,"F","Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,5,1.29,110,3,1127,1417,"OWNER",27,"monthly issuance",19
"1343",1178,1418,41,42,"F","Usti nad Labem","north Bohemia",118650,8,8,5,1,3,85.6,9832,41,4.48,114,69,5471,1418,"OWNER",41,"monthly issuance",19
"1344",1179,1419,74,98,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,1419,"OWNER",74,"monthly issuance",23
"1345",1179,1420,74,100,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,1420,"DISPONENT",74,"monthly issuance",23
"1346",1180,1421,20,60,"F","Strakonice","south Bohemia",70646,94,14,3,1,4,58.4,8547,32,3.64,120,7,1542,1421,"OWNER",20,"monthly issuance",23
"1347",1181,1422,69,40,"F","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,1422,"OWNER",69,"monthly issuance",19
"1348",1181,1423,69,34,"M","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,1423,"DISPONENT",69,"monthly issuance",19
"1349",1182,1424,8,64,"M","Mlada Boleslav","central Bohemia",112065,95,19,7,1,8,69.4,11277,9,1.44,127,61,4987,1424,"OWNER",8,"monthly issuance",19
"1350",1183,1425,12,48,"M","Pribram","central Bohemia",107870,84,29,6,1,6,58,8754,51,4.31,137,49,3868,1425,"OWNER",12,"monthly issuance",21
"1351",1183,1426,12,52,"F","Pribram","central Bohemia",107870,84,29,6,1,6,58,8754,51,4.31,137,49,3868,1426,"DISPONENT",12,"monthly issuance",21
"1352",1184,1427,14,51,"F","Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,12,1.71,135,70,6295,1427,"OWNER",14,"monthly issuance",22
"1353",1185,1428,12,96,"M","Pribram","central Bohemia",107870,84,29,6,1,6,58,8754,51,4.31,137,49,3868,1428,"OWNER",12,"monthly issuance",19
"1354",1185,1429,12,89,"F","Pribram","central Bohemia",107870,84,29,6,1,6,58,8754,51,4.31,137,49,3868,1429,"DISPONENT",12,"monthly issuance",19
"1355",1186,1430,64,34,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,1430,"OWNER",64,"monthly issuance",19
"1356",1187,1431,55,86,"F","Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,20,2.43,111,46,3894,1431,"OWNER",55,"monthly issuance",20
"1357",1188,1432,16,55,"F","Jindrichuv Hradec","south Bohemia",93931,74,21,10,1,8,56.9,8427,8,1.54,107,18,1913,1432,"OWNER",16,"monthly issuance",20
"1358",1189,1433,72,57,"F","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,1433,"OWNER",59,"monthly issuance",23
"1359",1189,1434,72,49,"M","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,1434,"DISPONENT",59,"monthly issuance",23
"1360",1190,1435,52,63,"M","Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,29,3.49,108,30,2799,1435,"OWNER",52,"monthly issuance",20
"1361",1192,1438,29,53,"F","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,1438,"OWNER",29,"monthly issuance",20
"1362",1193,1439,29,42,"M","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,1439,"OWNER",29,"monthly issuance",22
"1363",1194,1440,1,38,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,1440,"OWNER",1,"monthly issuance",22
"1364",1195,1441,42,85,"F","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,1441,"OWNER",42,"monthly issuance",20
"1365",1195,1442,42,83,"M","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,1442,"DISPONENT",42,"monthly issuance",20
"1366",1196,1443,29,81,"M","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,1443,"OWNER",29,"monthly issuance",20
"1367",1196,1444,29,74,"F","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,1444,"DISPONENT",29,"monthly issuance",20
"1368",1197,1445,68,75,"M","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,1445,"OWNER",68,"monthly issuance",23
"1369",1198,1446,70,62,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,1446,"OWNER",70,"monthly issuance",19
"1370",1198,1447,70,64,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,1447,"DISPONENT",70,"monthly issuance",19
"1371",1199,1448,50,59,"F","Svitavy","east Bohemia",102609,75,33,2,3,6,52,8187,61,5.45,94,23,2134,1448,"OWNER",50,"monthly issuance",19
"1372",1200,1449,41,67,"M","Usti nad Labem","north Bohemia",118650,8,8,5,1,3,85.6,9832,41,4.48,114,69,5471,1449,"OWNER",33,"monthly issuance",23
"1373",1201,1450,61,47,"F","Trebic","south Moravia",117897,139,28,5,1,6,53.8,8814,60,5.74,107,22,2059,1450,"OWNER",61,"monthly issuance",23
"1374",1203,1452,72,76,"F","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,1452,"OWNER",72,"monthly issuance",21
"1375",1204,1453,29,50,"F","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,1453,"OWNER",29,"monthly issuance",23
"1376",1205,1454,73,91,"M","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,1454,"OWNER",73,"monthly issuance",22
"1377",1205,1455,73,89,"F","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,1455,"DISPONENT",73,"monthly issuance",22
"1378",1206,1456,70,88,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,1456,"OWNER",70,"monthly issuance",21
"1379",1206,1457,70,82,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,1457,"DISPONENT",70,"monthly issuance",21
"1380",1207,1458,67,78,"M","Bruntal","north Moravia",106054,38,25,6,2,6,63.1,8110,65,6.55,109,41,3079,1458,"OWNER",67,"monthly issuance",23
